Date,Time,Heart rate,Source
2025.11.13 00:00:00,00:00:00,47,nl.appyhapps.healthsync
2025.11.13 00:00:00,00:00:00,48,com.garmin.android.apps.connectmobile
2025.11.13 00:00:15,00:00:15,48,nl.appyhapps.healthsync
2025.11.13 00:00:30,00:00:30,48,nl.appyhapps.healthsync
2025.11.13 00:00:45,00:00:45,48,nl.appyhapps.healthsync
2025.11.13 00:01:00,00:01:00,48,nl.appyhapps.healthsync
2025.11.13 00:01:15,00:01:15,48,nl.appyhapps.healthsync
2025.11.13 00:01:30,00:01:30,48,nl.appyhapps.healthsync
2025.11.13 00:01:45,00:01:45,48,nl.appyhapps.healthsync
2025.11.13 00:02:00,00:02:00,48,nl.appyhapps.healthsync
2025.11.13 00:02:15,00:02:15,48,nl.appyhapps.healthsync
2025.11.13 00:02:30,00:02:30,48,nl.appyhapps.healthsync
2025.11.13 00:02:45,00:02:45,48,nl.appyhapps.healthsync
2025.11.13 00:03:00,00:03:00,48,nl.appyhapps.healthsync
2025.11.13 00:03:15,00:03:15,48,nl.appyhapps.healthsync
2025.11.13 00:03:30,00:03:30,48,nl.appyhapps.healthsync
2025.11.13 00:03:45,00:03:45,48,nl.appyhapps.healthsync
2025.11.13 00:04:00,00:04:00,48,nl.appyhapps.healthsync
2025.11.13 00:04:15,00:04:15,48,nl.appyhapps.healthsync
2025.11.13 00:04:30,00:04:30,48,nl.appyhapps.healthsync
2025.11.13 00:04:45,00:04:45,48,nl.appyhapps.healthsync
2025.11.13 00:05:00,00:05:00,48,nl.appyhapps.healthsync
2025.11.13 00:05:15,00:05:15,48,nl.appyhapps.healthsync
2025.11.13 00:05:30,00:05:30,48,nl.appyhapps.healthsync
2025.11.13 00:05:45,00:05:45,48,nl.appyhapps.healthsync
2025.11.13 00:06:00,00:06:00,48,nl.appyhapps.healthsync
2025.11.13 00:06:15,00:06:15,48,nl.appyhapps.healthsync
2025.11.13 00:06:30,00:06:30,48,nl.appyhapps.healthsync
2025.11.13 00:06:45,00:06:45,48,nl.appyhapps.healthsync
2025.11.13 00:07:00,00:07:00,48,nl.appyhapps.healthsync
2025.11.13 00:07:15,00:07:15,48,nl.appyhapps.healthsync
2025.11.13 00:07:30,00:07:30,48,nl.appyhapps.healthsync
2025.11.13 00:07:45,00:07:45,48,nl.appyhapps.healthsync
2025.11.13 00:08:00,00:08:00,48,nl.appyhapps.healthsync
2025.11.13 00:08:15,00:08:15,47,nl.appyhapps.healthsync
2025.11.13 00:08:30,00:08:30,47,nl.appyhapps.healthsync
2025.11.13 00:08:45,00:08:45,47,nl.appyhapps.healthsync
2025.11.13 00:09:00,00:09:00,47,nl.appyhapps.healthsync
2025.11.13 00:09:15,00:09:15,48,nl.appyhapps.healthsync
2025.11.13 00:09:30,00:09:30,48,nl.appyhapps.healthsync
2025.11.13 00:09:45,00:09:45,48,nl.appyhapps.healthsync
2025.11.13 00:10:00,00:10:00,48,nl.appyhapps.healthsync
2025.11.13 00:10:15,00:10:15,49,nl.appyhapps.healthsync
2025.11.13 00:10:30,00:10:30,49,nl.appyhapps.healthsync
2025.11.13 00:10:45,00:10:45,49,nl.appyhapps.healthsync
2025.11.13 00:11:00,00:11:00,49,nl.appyhapps.healthsync
2025.11.13 00:11:15,00:11:15,48,nl.appyhapps.healthsync
2025.11.13 00:11:30,00:11:30,48,nl.appyhapps.healthsync
2025.11.13 00:11:45,00:11:45,48,nl.appyhapps.healthsync
2025.11.13 00:12:00,00:12:00,48,nl.appyhapps.healthsync
2025.11.13 00:12:15,00:12:15,48,nl.appyhapps.healthsync
2025.11.13 00:12:30,00:12:30,48,nl.appyhapps.healthsync
2025.11.13 00:12:45,00:12:45,48,nl.appyhapps.healthsync
2025.11.13 00:13:00,00:13:00,48,nl.appyhapps.healthsync
2025.11.13 00:13:15,00:13:15,49,nl.appyhapps.healthsync
2025.11.13 00:13:30,00:13:30,49,nl.appyhapps.healthsync
2025.11.13 00:13:45,00:13:45,49,nl.appyhapps.healthsync
2025.11.13 00:14:00,00:14:00,49,nl.appyhapps.healthsync
2025.11.13 00:14:15,00:14:15,47,nl.appyhapps.healthsync
2025.11.13 00:14:30,00:14:30,47,nl.appyhapps.healthsync
2025.11.13 00:14:45,00:14:45,47,nl.appyhapps.healthsync
2025.11.13 00:15:00,00:15:00,47,nl.appyhapps.healthsync
2025.11.13 00:15:15,00:15:15,49,nl.appyhapps.healthsync
2025.11.13 00:15:30,00:15:30,49,nl.appyhapps.healthsync
2025.11.13 00:15:45,00:15:45,49,nl.appyhapps.healthsync
2025.11.13 00:16:00,00:16:00,49,nl.appyhapps.healthsync
2025.11.13 00:16:15,00:16:15,48,nl.appyhapps.healthsync
2025.11.13 00:16:30,00:16:30,48,nl.appyhapps.healthsync
2025.11.13 00:16:45,00:16:45,48,nl.appyhapps.healthsync
2025.11.13 00:17:00,00:17:00,48,nl.appyhapps.healthsync
2025.11.13 00:17:15,00:17:15,48,nl.appyhapps.healthsync
2025.11.13 00:17:30,00:17:30,48,nl.appyhapps.healthsync
2025.11.13 00:17:45,00:17:45,48,nl.appyhapps.healthsync
2025.11.13 00:18:00,00:18:00,48,nl.appyhapps.healthsync
2025.11.13 00:18:15,00:18:15,48,nl.appyhapps.healthsync
2025.11.13 00:18:30,00:18:30,48,nl.appyhapps.healthsync
2025.11.13 00:18:45,00:18:45,48,nl.appyhapps.healthsync
2025.11.13 00:19:00,00:19:00,48,nl.appyhapps.healthsync
2025.11.13 00:19:15,00:19:15,48,nl.appyhapps.healthsync
2025.11.13 00:19:30,00:19:30,48,nl.appyhapps.healthsync
2025.11.13 00:19:45,00:19:45,48,nl.appyhapps.healthsync
2025.11.13 00:20:00,00:20:00,48,nl.appyhapps.healthsync
2025.11.13 00:20:15,00:20:15,49,nl.appyhapps.healthsync
2025.11.13 00:20:30,00:20:30,49,nl.appyhapps.healthsync
2025.11.13 00:20:45,00:20:45,49,nl.appyhapps.healthsync
2025.11.13 00:21:00,00:21:00,49,nl.appyhapps.healthsync
2025.11.13 00:21:15,00:21:15,48,nl.appyhapps.healthsync
2025.11.13 00:21:30,00:21:30,48,nl.appyhapps.healthsync
2025.11.13 00:21:45,00:21:45,48,nl.appyhapps.healthsync
2025.11.13 00:22:00,00:22:00,48,nl.appyhapps.healthsync
2025.11.13 00:22:15,00:22:15,49,nl.appyhapps.healthsync
2025.11.13 00:22:30,00:22:30,49,nl.appyhapps.healthsync
2025.11.13 00:22:45,00:22:45,49,nl.appyhapps.healthsync
2025.11.13 00:23:00,00:23:00,49,nl.appyhapps.healthsync
2025.11.13 00:23:15,00:23:15,48,nl.appyhapps.healthsync
2025.11.13 00:23:30,00:23:30,48,nl.appyhapps.healthsync
2025.11.13 00:23:45,00:23:45,48,nl.appyhapps.healthsync
2025.11.13 00:24:00,00:24:00,48,nl.appyhapps.healthsync
2025.11.13 00:24:15,00:24:15,48,nl.appyhapps.healthsync
2025.11.13 00:24:30,00:24:30,48,nl.appyhapps.healthsync
2025.11.13 00:24:45,00:24:45,48,nl.appyhapps.healthsync
2025.11.13 00:25:00,00:25:00,48,nl.appyhapps.healthsync
2025.11.13 00:25:15,00:25:15,48,nl.appyhapps.healthsync
2025.11.13 00:25:30,00:25:30,48,nl.appyhapps.healthsync
2025.11.13 00:25:45,00:25:45,48,nl.appyhapps.healthsync
2025.11.13 00:26:00,00:26:00,48,nl.appyhapps.healthsync
2025.11.13 00:26:15,00:26:15,49,nl.appyhapps.healthsync
2025.11.13 00:26:30,00:26:30,49,nl.appyhapps.healthsync
2025.11.13 00:26:45,00:26:45,49,nl.appyhapps.healthsync
2025.11.13 00:27:00,00:27:00,49,nl.appyhapps.healthsync
2025.11.13 00:27:15,00:27:15,48,nl.appyhapps.healthsync
2025.11.13 00:27:30,00:27:30,48,nl.appyhapps.healthsync
2025.11.13 00:27:45,00:27:45,48,nl.appyhapps.healthsync
2025.11.13 00:28:00,00:28:00,48,nl.appyhapps.healthsync
2025.11.13 00:28:15,00:28:15,48,nl.appyhapps.healthsync
2025.11.13 00:28:30,00:28:30,48,nl.appyhapps.healthsync
2025.11.13 00:28:45,00:28:45,48,nl.appyhapps.healthsync
2025.11.13 00:29:00,00:29:00,48,nl.appyhapps.healthsync
2025.11.13 00:29:15,00:29:15,49,nl.appyhapps.healthsync
2025.11.13 00:29:30,00:29:30,49,nl.appyhapps.healthsync
2025.11.13 00:29:45,00:29:45,49,nl.appyhapps.healthsync
2025.11.13 00:30:00,00:30:00,49,nl.appyhapps.healthsync
2025.11.13 00:30:15,00:30:15,49,nl.appyhapps.healthsync
