Date,Time,Steps
2025.11.13 00:30:00,00:30:00,24
2025.11.13 00:35:00,00:35:00,12
2025.11.13 00:36:00,00:36:00,12
2025.11.13 01:30:00,01:30:00,173
2025.11.13 01:31:00,01:31:00,28
2025.11.13 01:32:00,01:32:00,28
2025.11.13 01:33:00,01:33:00,27
2025.11.13 01:34:00,01:34:00,28
2025.11.13 01:39:00,01:39:00,31
2025.11.13 01:40:00,01:40:00,31
2025.11.13 02:00:00,02:00:00,38
2025.11.13 02:00:00,02:00:00,189
2025.11.13 02:01:00,02:01:00,38
2025.11.13 02:02:00,02:02:00,38
2025.11.13 02:13:00,02:13:00,38
2025.11.13 02:14:00,02:14:00,37
2025.11.13 02:15:00,02:15:00,44
2025.11.13 02:15:00,02:15:00,88
2025.11.13 02:16:00,02:16:00,44
2025.11.13 02:45:00,02:45:00,8
2025.11.13 02:57:00,02:57:00,8
2025.11.13 03:30:00,03:30:00,19
2025.11.13 03:34:00,03:34:00,19
2025.11.13 06:15:00,06:15:00,47
2025.11.13 06:18:00,06:18:00,24
2025.11.13 06:21:00,06:21:00,8
2025.11.13 06:26:00,06:26:00,15
2025.11.13 07:45:00,07:45:00,9
2025.11.13 07:59:00,07:59:00,9
2025.11.13 08:00:00,08:00:00,191
2025.11.13 08:05:00,08:05:00,14
2025.11.13 08:06:00,08:06:00,13
2025.11.13 08:08:00,08:08:00,7
2025.11.13 08:11:00,08:11:00,39
2025.11.13 08:12:00,08:12:00,40
2025.11.13 08:13:00,08:13:00,39
2025.11.13 08:14:00,08:14:00,39
2025.11.13 08:15:00,08:15:00,122
2025.11.13 08:21:00,08:21:00,39
2025.11.13 08:22:00,08:22:00,38
2025.11.13 08:24:00,08:24:00,23
2025.11.13 08:25:00,08:25:00,22
2025.11.13 08:30:00,08:30:00,168
2025.11.13 08:36:00,08:36:00,28
2025.11.13 08:38:00,08:38:00,29
2025.11.13 08:39:00,08:39:00,30
2025.11.13 08:40:00,08:40:00,29
2025.11.13 08:43:00,08:43:00,26
2025.11.13 08:44:00,08:44:00,26
2025.11.13 08:45:00,08:45:00,31
2025.11.13 08:45:00,08:45:00,291
2025.11.13 08:46:00,08:46:00,32
2025.11.13 08:47:00,08:47:00,31
2025.11.13 08:50:00,08:50:00,29
2025.11.13 08:51:00,08:51:00,30
2025.11.13 08:52:00,08:52:00,29
2025.11.13 08:53:00,08:53:00,29
2025.11.13 08:58:00,08:58:00,40
2025.11.13 08:59:00,08:59:00,40
2025.11.13 09:00:00,09:00:00,17
2025.11.13 09:00:00,09:00:00,135
2025.11.13 09:01:00,09:01:00,16
2025.11.13 09:04:00,09:04:00,30
2025.11.13 09:05:00,09:05:00,29
2025.11.13 09:06:00,09:06:00,30
2025.11.13 09:09:00,09:09:00,13
2025.11.13 09:30:00,09:30:00,81
2025.11.13 09:34:00,09:34:00,41
2025.11.13 09:35:00,09:35:00,40
2025.11.13 09:45:00,09:45:00,94
2025.11.13 09:51:00,09:51:00,19
2025.11.13 09:53:00,09:53:00,38
2025.11.13 09:54:00,09:54:00,37
2025.11.13 10:00:00,10:00:00,19
2025.11.13 10:02:00,10:02:00,19
2025.11.13 10:30:00,10:30:00,27
2025.11.13 10:42:00,10:42:00,14
2025.11.13 10:43:00,10:43:00,13
2025.11.13 10:45:00,10:45:00,40
2025.11.13 10:45:00,10:45:00,105
2025.11.13 10:54:00,10:54:00,16
2025.11.13 10:55:00,10:55:00,17
2025.11.13 10:56:00,10:56:00,16
2025.11.13 10:57:00,10:57:00,16
2025.11.13 11:00:00,11:00:00,204
2025.11.13 11:01:00,11:01:00,22
2025.11.13 11:02:00,11:02:00,22
2025.11.13 11:05:00,11:05:00,21
2025.11.13 11:06:00,11:06:00,21
2025.11.13 11:07:00,11:07:00,21
2025.11.13 11:08:00,11:08:00,21
2025.11.13 11:09:00,11:09:00,21
2025.11.13 11:10:00,11:10:00,21
2025.11.13 11:11:00,11:11:00,21
2025.11.13 11:14:00,11:14:00,13
2025.11.13 11:15:00,11:15:00,62
2025.11.13 11:17:00,11:17:00,28
2025.11.13 11:18:00,11:18:00,27
2025.11.13 11:25:00,11:25:00,7
2025.11.13 11:30:00,11:30:00,19
2025.11.13 11:30:00,11:30:00,185
2025.11.13 11:31:00,11:31:00,18
2025.11.13 11:32:00,11:32:00,19
2025.11.13 11:41:00,11:41:00,62
2025.11.13 11:43:00,11:43:00,34
2025.11.13 11:44:00,11:44:00,33
2025.11.13 11:45:00,11:45:00,11
2025.11.13 11:45:00,11:45:00,34
2025.11.13 11:59:00,11:59:00,23
2025.11.13 12:00:00,12:00:00,17
2025.11.13 12:00:00,12:00:00,356
2025.11.13 12:01:00,12:01:00,17
2025.11.13 12:03:00,12:03:00,18
2025.11.13 12:12:00,12:12:00,101
2025.11.13 12:13:00,12:13:00,102
2025.11.13 12:14:00,12:14:00,101
2025.11.13 12:15:00,12:15:00,106
2025.11.13 12:15:00,12:15:00,474
2025.11.13 12:16:00,12:16:00,106
2025.11.13 12:17:00,12:17:00,105
2025.11.13 12:18:00,12:18:00,157
